StudentID,Last School,Earliest Yr,Last Yr,#Yrs At Zilla,EnteredInGrade,MostRecentGrade,LastYearID,Still Enrolled,ExitedUnexpectedly
73339,A,2005-2006,2007-2008,3,0,2,17,Y,N
73341,A,2005-2006,2007-2008,3,0,2,17,Y,N
73342,A,2005-2006,2007-2008,3,0,2,17,Y,N
73343,A,2005-2006,2005-2006,1,0,0,15,N,Y
73345,A,2005-2006,2007-2008,3,0,2,17,Y,N
73351,A,2005-2006,2005-2006,1,0,0,15,N,Y
73354,A,2005-2006,2007-2008,3,0,2,17,Y,N
73355,A,2005-2006,2007-2008,3,0,2,17,Y,N
73358,A,2005-2006,2006-2007,2,0,1,16,N,Y
73359,A,2005-2006,2006-2007,2,0,1,16,N,Y
73360,A,2005-2006,2007-2008,3,0,2,17,Y,N
73361,A,2005-2006,2005-2006,1,0,0,15,N,Y
73363,A,2005-2006,2007-2008,3,1,3,17,Y,N
73365,A,2005-2006,2005-2006,1,1,1,15,N,Y
73366,A,2005-2006,2007-2008,3,1,3,17,Y,N
73367,A,2005-2006,2006-2007,2,1,1,16,N,Y
73368,A,2005-2006,2006-2007,2,1,2,16,N,Y
73369,A,2005-2006,2006-2007,2,1,2,16,N,Y
73371,A,2005-2006,2007-2008,3,1,3,17,Y,N
73372,A,2005-2006,2007-2008,3,1,3,17,Y,N
73373,A,2005-2006,2007-2008,3,1,3,17,Y,N
73375,A,2005-2006,2007-2008,3,1,3,17,Y,N
73376,A,2005-2006,2007-2008,3,1,3,17,Y,N
73377,A,2005-2006,2007-2008,3,1,3,17,Y,N
73378,A,2005-2006,2007-2008,3,1,3,17,Y,N
73379,A,2005-2006,2007-2008,3,1,3,17,Y,N
73380,A,2005-2006,2007-2008,3,1,3,17,Y,N
73381,A,2005-2006,2005-2006,1,2,2,15,N,Y
73383,A,2005-2006,2007-2008,3,2,4,17,Y,N
73384,A,2005-2006,2007-2008,3,2,4,17,Y,N
73385,A,2005-2006,2005-2006,1,2,2,15,N,Y
73386,A,2005-2006,2007-2008,3,2,4,17,Y,N
73387,A,2005-2006,2007-2008,3,2,4,17,Y,N
73388,A,2005-2006,2007-2008,3,2,4,17,Y,N
73391,A,2005-2006,2007-2008,3,2,4,17,Y,N
73393,A,2005-2006,2007-2008,3,2,4,17,Y,N
73394,A,2005-2006,2007-2008,3,2,4,17,Y,N
73395,A,2005-2006,2007-2008,3,2,4,17,Y,N
73396,A,2005-2006,2007-2008,3,2,4,17,Y,N
73397,A,2005-2006,2007-2008,3,2,4,17,Y,N
73399,A,2005-2006,2007-2008,3,2,4,17,Y,N
73417,A,2005-2006,2005-2006,1,3,3,15,N,N
73423,A,2005-2006,2005-2006,1,4,4,15,N,N
73451,A,2005-2006,2005-2006,1,5,5,15,N,N
73458,A,2005-2006,2005-2006,1,5,5,15,N,N
73464,A,2005-2006,2005-2006,1,5,5,15,N,N
73842,A,2005-2006,2007-2008,3,1,3,17,Y,N
73847,A,2005-2006,2007-2008,3,0,2,17,Y,N
73853,A,2005-2006,2007-2008,3,1,3,17,Y,N
73854,A,2005-2006,2005-2006,1,0,0,15,N,Y
73855,A,2005-2006,2007-2008,3,1,3,17,Y,N
73856,A,2005-2006,2007-2008,3,1,3,17,Y,N
73863,A,2005-2006,2007-2008,3,1,3,17,Y,N
73864,A,2005-2006,2007-2008,3,1,3,17,Y,N
73865,A,2005-2006,2006-2007,2,0,1,16,N,Y
73878,A,2005-2006,2007-2008,3,0,2,17,Y,N
73879,A,2005-2006,2007-2008,3,0,2,17,Y,N
73881,A,2005-2006,2005-2006,1,1,1,15,N,Y
73882,A,2005-2006,2007-2008,3,0,2,17,Y,N
73883,A,2005-2006,2007-2008,3,1,3,17,Y,N
73884,A,2005-2006,2007-2008,3,1,3,17,Y,N
73886,A,2005-2006,2005-2006,1,0,0,15,N,Y
73887,A,2005-2006,2005-2006,1,1,1,15,N,Y
73888,A,2005-2006,2005-2006,1,5,5,15,N,N
73891,A,2005-2006,2007-2008,3,1,3,17,Y,N
73893,A,2005-2006,2007-2008,3,2,4,17,Y,N
73906,A,2005-2006,2005-2006,1,3,3,15,N,N
73924,A,2005-2006,2005-2006,1,3,3,15,N,N
73925,A,2005-2006,2005-2006,1,5,5,15,N,N
73926,A,2005-2006,2005-2006,1,5,5,15,N,N
73934,A,2005-2006,2005-2006,1,0,0,15,N,Y
73935,A,2005-2006,2007-2008,3,2,4,17,Y,N
73936,A,2005-2006,2005-2006,1,2,2,15,N,Y
73939,A,2005-2006,2005-2006,1,2,2,15,N,Y
74065,A,2005-2006,2006-2007,2,1,2,16,N,Y
74134,A,2005-2006,2006-2007,2,0,1,16,N,Y
74135,A,2005-2006,2006-2007,2,1,2,16,N,Y
74168,A,2005-2006,2005-2006,1,1,1,15,N,Y
74177,A,2005-2006,2007-2008,3,0,2,17,Y,N
74188,A,2005-2006,2007-2008,3,0,2,17,Y,N
74189,A,2005-2006,2005-2006,1,3,3,15,N,N
74210,A,2005-2006,2007-2008,3,1,3,17,Y,N
74262,A,2005-2006,2007-2008,3,2,4,17,Y,N
74266,A,2005-2006,2007-2008,3,2,4,17,Y,N
75715,A,2006-2007,2007-2008,2,0,1,17,Y,N
75716,A,2006-2007,2007-2008,2,0,1,17,Y,N
75718,A,2006-2007,2007-2008,2,0,1,17,Y,N
75719,A,2006-2007,2007-2008,2,0,1,17,Y,N
75720,A,2006-2007,2007-2008,2,0,1,17,Y,N
75721,A,2006-2007,2007-2008,2,0,1,17,Y,N
75722,A,2006-2007,2007-2008,2,0,1,17,N,Y
75723,A,2006-2007,2007-2008,2,0,1,17,Y,N
75724,A,2006-2007,2007-2008,2,0,1,17,Y,N
75725,A,2006-2007,2007-2008,2,0,1,17,Y,N
75726,A,2006-2007,2007-2008,2,0,1,17,Y,N
75727,A,2006-2007,2007-2008,2,0,1,17,Y,N
75729,A,2006-2007,2007-2008,2,0,1,17,Y,N
75730,A,2006-2007,2007-2008,2,0,1,17,Y,N
75731,A,2006-2007,2007-2008,2,0,1,17,Y,N
75732,A,2006-2007,2006-2007,1,0,0,16,N,Y
75733,A,2006-2007,2007-2008,2,0,1,17,Y,N
75734,A,2006-2007,2007-2008,2,0,1,17,Y,N
75736,A,2006-2007,2007-2008,2,2,3,17,Y,N
75737,A,2006-2007,2007-2008,2,2,3,17,Y,N
75738,A,2006-2007,2007-2008,2,2,3,17,Y,N
75741,A,2006-2007,2007-2008,2,2,3,17,Y,N
75742,A,2006-2007,2007-2008,2,2,3,17,N,Y
75744,A,2006-2007,2007-2008,2,2,3,17,Y,N
75745,A,2006-2007,2007-2008,2,2,3,17,Y,N
75746,A,2006-2007,2007-2008,2,2,3,17,Y,N
75748,A,2006-2007,2007-2008,2,3,4,17,Y,N
75749,A,2006-2007,2007-2008,2,3,4,17,Y,N
75750,A,2006-2007,2007-2008,2,3,4,17,Y,N
75753,A,2006-2007,2007-2008,2,3,4,17,Y,N
75754,A,2006-2007,2007-2008,2,3,4,17,Y,N
75757,A,2006-2007,2007-2008,2,3,4,17,Y,N
75758,A,2006-2007,2007-2008,2,3,4,17,Y,N
75759,A,2006-2007,2007-2008,2,3,4,17,Y,N
75760,A,2006-2007,2007-2008,2,3,4,17,Y,N
75761,A,2006-2007,2007-2008,2,3,4,17,Y,N
75762,A,2006-2007,2007-2008,2,3,4,17,Y,N
75763,A,2006-2007,2007-2008,2,3,4,17,Y,N
75764,A,2006-2007,2007-2008,2,3,4,17,Y,N
75766,A,2006-2007,2007-2008,2,3,4,17,Y,N
75772,A,2006-2007,2007-2008,2,3,4,17,Y,N
75773,A,2006-2007,2007-2008,2,3,4,17,Y,N
75777,A,2006-2007,2007-2008,2,3,4,17,Y,N
75781,A,2007-2008,2007-2008,1,4,4,17,Y,N
76010,A,2006-2007,2007-2008,2,1,2,17,Y,N
76065,A,2006-2007,2007-2008,2,3,4,17,Y,N
76081,A,2006-2007,2007-2008,2,0,1,17,N,Y
76123,A,2006-2007,2007-2008,2,3,4,17,Y,N
76125,A,2006-2007,2007-2008,2,3,4,17,Y,N
76138,A,2006-2007,2007-2008,2,3,4,17,Y,N
76140,A,2006-2007,2007-2008,2,3,4,17,Y,N
76212,A,2006-2007,2007-2008,2,3,4,17,Y,N
76218,A,2006-2007,2007-2008,2,2,3,17,N,Y
76221,A,2006-2007,2007-2008,2,3,4,17,Y,N
76238,A,2006-2007,2006-2007,1,3,3,16,N,Y
76275,A,2006-2007,2006-2007,1,2,2,16,N,Y
76284,A,2006-2007,2007-2008,2,3,4,17,Y,N
76287,A,2006-2007,2007-2008,2,3,4,17,Y,N
76315,A,2006-2007,2007-2008,2,2,3,17,Y,N
76359,A,2006-2007,2007-2008,2,3,4,17,Y,N
76360,A,2006-2007,2007-2008,2,0,1,17,Y,N
76387,A,2006-2007,2007-2008,2,2,3,17,Y,N
76397,A,2006-2007,2007-2008,2,3,4,17,Y,N
76399,A,2006-2007,2007-2008,2,2,3,17,Y,N
76426,A,2006-2007,2007-2008,2,2,3,17,Y,N
76427,A,2006-2007,2007-2008,2,2,3,17,Y,N
76440,A,2006-2007,2007-2008,2,3,4,17,Y,N
76460,A,2006-2007,2007-2008,2,3,4,17,Y,N
76537,A,2006-2007,2007-2008,2,2,3,17,Y,N
76547,A,2006-2007,2007-2008,2,3,4,17,Y,N
76555,A,2006-2007,2007-2008,2,3,4,17,Y,N
76556,A,2006-2007,2006-2007,1,3,3,16,N,Y
76559,A,2006-2007,2007-2008,2,3,4,17,Y,N
77284,A,2007-2008,2007-2008,1,0,0,17,Y,N
77285,A,2007-2008,2007-2008,1,0,0,17,Y,N
77286,A,2007-2008,2007-2008,1,2,2,17,Y,N
77287,A,2007-2008,2007-2008,1,0,0,17,Y,N
77414,A,2007-2008,2007-2008,1,0,0,17,Y,N
77416,A,2007-2008,2007-2008,1,2,2,17,Y,N
77417,A,2007-2008,2007-2008,1,1,1,17,Y,N
77419,A,2007-2008,2007-2008,1,4,4,17,Y,N
77421,A,2007-2008,2007-2008,1,4,4,17,Y,N
77422,A,2007-2008,2007-2008,1,4,4,17,Y,N
77423,A,2007-2008,2007-2008,1,4,4,17,Y,N
77425,A,2007-2008,2007-2008,1,3,3,17,Y,N
77524,A,2007-2008,2007-2008,1,0,0,17,Y,N
77539,A,2007-2008,2007-2008,1,0,0,17,N,Y
77551,A,2007-2008,2007-2008,1,0,0,17,Y,N
77573,A,2007-2008,2007-2008,1,0,0,17,Y,N
77578,A,2007-2008,2007-2008,1,0,0,17,Y,N
77579,A,2007-2008,2007-2008,1,0,0,17,Y,N
77581,A,2007-2008,2007-2008,1,0,0,17,Y,N
77582,A,2007-2008,2007-2008,1,0,0,17,Y,N
77584,A,2007-2008,2007-2008,1,0,0,17,Y,N
77585,A,2007-2008,2007-2008,1,0,0,17,Y,N
77586,A,2007-2008,2007-2008,1,0,0,17,Y,N
77587,A,2007-2008,2007-2008,1,0,0,17,Y,N
77602,A,2007-2008,2007-2008,1,0,0,17,Y,N
77643,A,2007-2008,2007-2008,1,0,0,17,Y,N
77649,A,2007-2008,2007-2008,1,0,0,17,Y,N
77653,A,2007-2008,2007-2008,1,3,3,17,Y,N
77657,A,2007-2008,2007-2008,1,0,0,17,Y,N
77662,A,2007-2008,2007-2008,1,0,0,17,Y,N
77663,A,2007-2008,2007-2008,1,0,0,17,Y,N
77665,A,2007-2008,2007-2008,1,0,0,17,Y,N
77669,A,2007-2008,2007-2008,1,0,0,17,Y,N
77671,A,2007-2008,2007-2008,1,0,0,17,Y,N
77672,A,2007-2008,2007-2008,1,0,0,17,Y,N
77673,A,2007-2008,2007-2008,1,0,0,17,Y,N
77733,A,2007-2008,2007-2008,1,0,0,17,Y,N
77735,A,2007-2008,2007-2008,1,0,0,17,Y,N
77740,A,2007-2008,2007-2008,1,0,0,17,Y,N
77741,A,2007-2008,2007-2008,1,0,0,17,Y,N
77742,A,2007-2008,2007-2008,1,0,0,17,Y,N
77749,A,2007-2008,2007-2008,1,0,0,17,Y,N
77755,A,2007-2008,2007-2008,1,0,0,17,Y,N
77756,A,2007-2008,2007-2008,1,0,0,17,Y,N
77758,A,2007-2008,2007-2008,1,0,0,17,Y,N
77760,A,2007-2008,2007-2008,1,0,0,17,Y,N
77763,A,2007-2008,2007-2008,1,0,0,17,Y,N
77766,A,2007-2008,2007-2008,1,0,0,17,Y,N
77824,A,2007-2008,2007-2008,1,2,2,17,Y,N
77830,A,2007-2008,2007-2008,1,4,4,17,Y,N
77832,A,2007-2008,2007-2008,1,1,1,17,Y,N
77849,A,2007-2008,2007-2008,1,4,4,17,Y,N
77878,A,2007-2008,2007-2008,1,2,2,17,Y,N
78162,A,2007-2008,2007-2008,1,0,0,17,Y,N
78177,A,2007-2008,2007-2008,1,2,2,17,Y,N
78180,A,2007-2008,2007-2008,1,4,4,17,Y,N
78183,A,2007-2008,2007-2008,1,3,3,17,Y,N
78324,A,2007-2008,2007-2008,1,4,4,17,Y,N
78469,A,2007-2008,2007-2008,1,3,3,17,Y,N
78556,A,2007-2008,2007-2008,1,3,3,17,Y,N
78633,A,2007-2008,2007-2008,1,1,1,17,Y,N
78649,A,2007-2008,2007-2008,1,2,2,17,Y,N
78651,A,2007-2008,2007-2008,1,3,3,17,Y,N
64651,B,2002-2003,2004-2005,3,6,8,14,N,Y
64652,B,2002-2003,2006-2007,5,4,8,16,N,Y
64653,B,2002-2003,2007-2008,6,3,8,17,Y,N
64654,B,2002-2003,2006-2007,5,4,8,16,N,Y
64655,B,2002-2003,2007-2008,6,3,8,17,Y,N
64658,B,2002-2003,2005-2006,4,4,7,15,N,Y
64659,B,2002-2003,2003-2004,2,6,7,13,N,Y
64660,B,2002-2003,2007-2008,6,3,8,17,Y,N
64661,B,2002-2003,2007-2008,6,3,8,17,Y,N
64662,B,2002-2003,2007-2008,6,3,8,17,Y,N
64663,B,2002-2003,2007-2008,6,4,9,17,Y,N
64664,B,2002-2003,2003-2004,2,5,6,13,N,Y
64667,B,2002-2003,2003-2004,2,6,7,13,N,Y
64668,B,2002-2003,2006-2007,5,4,8,16,N,Y
64669,B,2002-2003,2007-2008,6,5,10,17,Y,N
64670,B,2002-2003,2007-2008,6,4,9,17,Y,N
64671,B,2002-2003,2006-2007,5,6,10,16,N,Y
64673,B,2002-2003,2007-2008,6,4,9,17,Y,N
64674,B,2002-2003,2006-2007,5,4,8,16,N,Y
64676,B,2002-2003,2004-2005,3,4,6,14,N,Y
64678,B,2002-2003,2006-2007,5,6,10,16,N,Y
64679,B,2002-2003,2006-2007,5,4,8,16,N,Y
64680,B,2002-2003,2004-2005,3,6,8,14,N,Y
64681,B,2002-2003,2004-2005,3,4,6,14,N,Y
64683,B,2002-2003,2007-2008,6,4,9,17,Y,N
64684,B,2002-2003,2007-2008,6,4,9,17,Y,N
64685,B,2002-2003,2007-2008,6,3,8,17,Y,N
64688,B,2002-2003,2007-2008,6,4,9,17,Y,N
64690,B,2002-2003,2004-2005,3,5,7,14,N,Y
64692,B,2002-2003,2006-2007,5,4,8,16,N,Y
64693,B,2002-2003,2006-2007,5,4,8,16,N,Y
64694,B,2002-2003,2007-2008,6,3,8,17,Y,N
64695,B,2002-2003,2006-2007,5,4,8,16,N,Y
64696,B,2002-2003,2004-2005,3,4,6,14,N,Y
64697,B,2002-2003,2005-2006,4,5,8,15,N,Y
64698,B,2002-2003,2007-2008,6,3,8,17,Y,N
64700,B,2002-2003,2007-2008,6,4,9,17,Y,N
64701,B,2002-2003,2005-2006,4,5,8,15,N,Y
64702,B,2002-2003,2004-2005,3,6,8,14,N,Y
64703,B,2002-2003,2006-2007,5,3,7,16,N,Y
64704,B,2002-2003,2007-2008,6,5,10,17,Y,N
64706,B,2002-2003,2007-2008,6,5,10,17,Y,N
64707,B,2002-2003,2007-2008,6,6,11,17,Y,N
64710,B,2002-2003,2006-2007,5,3,7,16,N,Y
64711,B,2002-2003,2004-2005,3,6,8,14,N,Y
64712,B,2002-2003,2004-2005,3,6,8,14,N,Y
64713,B,2002-2003,2006-2007,5,4,8,16,N,Y
64714,B,2002-2003,2005-2006,4,5,8,15,N,Y
64715,B,2002-2003,2004-2005,3,6,8,14,N,Y
64718,B,2002-2003,2007-2008,6,4,9,17,Y,N
64719,B,2002-2003,2004-2005,3,5,7,14,N,Y
64722,B,2002-2003,2005-2006,4,5,8,15,N,Y
64723,B,2002-2003,2007-2008,6,5,10,17,Y,N
64725,B,2002-2003,2003-2004,2,5,6,13,N,Y
64726,B,2002-2003,2006-2007,5,2,6,16,N,Y
64727,B,2002-2003,2004-2005,3,6,8,14,N,Y
64728,B,2002-2003,2006-2007,5,4,8,16,N,Y
64729,B,2002-2003,2003-2004,2,6,7,13,N,Y
64732,B,2002-2003,2003-2004,2,5,6,13,N,Y
64733,B,2002-2003,2006-2007,5,4,8,16,N,Y
64736,B,2002-2003,2005-2006,4,3,6,15,N,Y
64737,B,2002-2003,2003-2004,2,6,7,13,N,Y
64738,B,2002-2003,2003-2004,2,5,6,13,N,Y
64739,B,2002-2003,2005-2006,4,4,7,15,N,Y
64740,B,2002-2003,2007-2008,6,3,8,17,Y,N
64741,B,2002-2003,2005-2006,4,5,8,15,N,Y
64742,B,2002-2003,2004-2005,3,6,8,14,N,Y
64743,B,2002-2003,2006-2007,5,4,8,16,N,Y
64744,B,2002-2003,2007-2008,6,4,9,17,Y,N
64746,B,2002-2003,2005-2006,4,6,9,15,N,Y
64748,B,2002-2003,2007-2008,6,3,8,17,Y,N
64749,B,2002-2003,2005-2006,4,5,8,15,N,Y
64750,B,2002-2003,2007-2008,6,3,8,17,Y,N
64751,B,2002-2003,2006-2007,5,3,7,16,N,Y
64752,B,2002-2003,2003-2004,2,5,6,13,N,Y
64753,B,2002-2003,2004-2005,3,5,7,14,N,Y
64754,B,2002-2003,2007-2008,6,3,8,17,Y,N
64755,B,2002-2003,2007-2008,6,3,8,17,Y,N
64756,B,2002-2003,2007-2008,6,4,9,17,Y,N
64757,B,2002-2003,2007-2008,6,3,8,17,Y,N
64758,B,2002-2003,2007-2008,6,3,8,17,Y,N
64759,B,2002-2003,2007-2008,6,3,8,17,Y,N
64760,B,2002-2003,2007-2008,6,3,8,17,Y,N
64761,B,2002-2003,2004-2005,3,3,5,14,N,Y
64762,B,2002-2003,2007-2008,6,3,8,17,Y,N
64763,B,2002-2003,2006-2007,5,3,7,16,N,Y
64764,B,2002-2003,2007-2008,6,4,9,17,Y,N
64765,B,2002-2003,2004-2005,3,6,8,14,N,Y
64766,B,2002-2003,2006-2007,5,3,7,16,N,Y
64767,B,2002-2003,2007-2008,6,5,10,17,Y,N
64768,B,2002-2003,2006-2007,5,4,8,16,N,Y
64769,B,2002-2003,2007-2008,6,6,11,17,Y,N
64770,B,2002-2003,2005-2006,4,5,8,15,N,Y
64773,B,2002-2003,2004-2005,3,3,5,14,N,Y
64774,B,2002-2003,2004-2005,3,5,7,14,N,Y
64776,B,2002-2003,2007-2008,6,5,10,17,Y,N
64777,B,2002-2003,2007-2008,6,3,8,17,N,Y
64778,B,2002-2003,2007-2008,6,3,8,17,Y,N
64779,B,2002-2003,2004-2005,3,6,8,14,N,Y
64781,B,2002-2003,2003-2004,2,5,6,13,N,Y
64782,B,2002-2003,2005-2006,4,3,6,15,N,Y
64783,B,2002-2003,2005-2006,4,5,8,15,N,Y
64784,B,2002-2003,2004-2005,3,6,8,14,N,Y
64785,B,2002-2003,2004-2005,3,6,8,14,N,Y
64786,B,2002-2003,2007-2008,6,6,11,17,Y,N
64787,B,2002-2003,2005-2006,4,4,7,15,N,Y
64788,B,2002-2003,2007-2008,6,5,10,17,Y,N
64789,B,2002-2003,2003-2004,2,5,6,13,N,Y
64792,B,2002-2003,2007-2008,6,6,11,17,Y,N
64793,B,2002-2003,2004-2005,3,4,6,14,N,Y
64795,B,2002-2003,2003-2004,2,5,6,13,N,Y
64796,B,2002-2003,2003-2004,2,6,7,13,N,Y
64798,B,2002-2003,2004-2005,3,4,6,14,N,Y
64799,B,2002-2003,2004-2005,3,3,5,14,N,Y
64800,B,2002-2003,2004-2005,3,5,7,14,N,Y
64804,B,2002-2003,2006-2007,5,2,6,16,N,Y
64805,B,2002-2003,2007-2008,6,2,7,17,Y,N
64806,B,2002-2003,2007-2008,6,2,7,17,Y,N
64807,B,2002-2003,2007-2008,6,2,7,17,Y,N
64808,B,2002-2003,2007-2008,6,2,7,17,Y,N
64809,B,2002-2003,2007-2008,6,2,7,17,Y,N
64810,B,2002-2003,2007-2008,6,2,7,17,Y,N
64811,B,2002-2003,2007-2008,6,2,7,17,Y,N
64812,B,2002-2003,2007-2008,6,2,7,17,Y,N
64813,B,2002-2003,2007-2008,6,2,7,17,Y,N
64814,B,2002-2003,2007-2008,6,2,7,17,Y,N
64819,B,2002-2003,2007-2008,6,2,7,17,Y,N
64821,B,2002-2003,2007-2008,6,2,7,17,Y,N
64822,B,2002-2003,2007-2008,6,2,7,17,Y,N
64823,B,2002-2003,2007-2008,6,2,7,17,Y,N
64825,B,2002-2003,2006-2007,5,2,6,16,N,Y
64826,B,2002-2003,2007-2008,6,2,7,17,Y,N
64827,B,2002-2003,2007-2008,6,2,7,17,Y,N
64828,B,2002-2003,2007-2008,6,2,7,17,Y,N
64829,B,2002-2003,2007-2008,6,2,7,17,Y,N
64831,B,2002-2003,2007-2008,6,2,7,17,Y,N
64832,B,2002-2003,2007-2008,6,2,7,17,Y,N
64833,B,2002-2003,2007-2008,6,2,7,17,Y,N
64834,B,2002-2003,2007-2008,6,2,7,17,Y,N
64835,B,2002-2003,2007-2008,6,2,7,17,Y,N
64837,B,2002-2003,2006-2007,5,2,6,16,N,Y
64839,B,2002-2003,2007-2008,6,2,7,17,Y,N
64840,B,2002-2003,2007-2008,6,2,7,17,Y,N
64841,B,2002-2003,2007-2008,6,2,7,17,Y,N
64842,B,2002-2003,2007-2008,6,2,7,17,Y,N
64843,B,2002-2003,2007-2008,6,2,7,17,Y,N
64844,B,2002-2003,2007-2008,6,2,7,17,Y,N
64845,B,2002-2003,2007-2008,6,2,7,17,Y,N
64846,B,2002-2003,2007-2008,6,2,7,17,Y,N
64847,B,2002-2003,2007-2008,6,2,7,17,Y,N
64848,B,2002-2003,2004-2005,3,3,5,14,N,Y
64849,B,2002-2003,2005-2006,4,4,7,15,N,Y
64851,B,2002-2003,2006-2007,5,4,8,16,N,Y
64852,B,2002-2003,2005-2006,4,4,7,15,N,Y
64853,B,2002-2003,2005-2006,4,5,8,15,N,Y
64855,B,2002-2003,2007-2008,6,2,7,17,Y,N
64856,B,2002-2003,2007-2008,6,2,7,17,Y,N
64857,B,2002-2003,2004-2005,3,4,6,14,N,Y
64858,B,2002-2003,2007-2008,6,3,8,17,N,Y
64860,B,2002-2003,2007-2008,6,4,9,17,Y,N
64862,B,2002-2003,2006-2007,5,5,9,16,N,Y
64863,B,2002-2003,2007-2008,6,3,8,17,Y,N
64864,B,2002-2003,2004-2005,3,6,8,14,N,Y
64866,B,2002-2003,2004-2005,3,6,8,14,N,Y
64867,B,2002-2003,2004-2005,3,5,7,14,N,Y
64868,B,2002-2003,2004-2005,3,5,7,14,N,Y
64869,B,2002-2003,2005-2006,4,5,8,15,N,Y
64870,B,2002-2003,2007-2008,6,5,10,17,Y,N
64871,B,2002-2003,2007-2008,6,5,10,17,N,Y
64872,B,2002-2003,2006-2007,5,4,8,16,N,Y
64873,B,2002-2003,2004-2005,3,4,6,14,N,Y
64874,B,2002-2003,2007-2008,6,4,9,17,Y,N
64875,B,2002-2003,2007-2008,6,3,8,17,Y,N
64876,B,2002-2003,2007-2008,6,3,8,17,Y,N
64877,B,2002-2003,2006-2007,5,2,6,16,N,Y
64878,B,2002-2003,2006-2007,5,2,6,16,N,Y
64883,B,2002-2003,2007-2008,6,1,6,17,Y,N
64884,B,2002-2003,2007-2008,6,1,6,17,Y,N
64886,B,2002-2003,2007-2008,6,1,6,17,Y,N
64887,B,2002-2003,2007-2008,6,1,6,17,Y,N
64889,B,2002-2003,2007-2008,6,1,6,17,Y,N
64890,B,2002-2003,2007-2008,6,1,6,17,Y,N
64891,B,2002-2003,2007-2008,6,1,6,17,Y,N
64892,B,2002-2003,2007-2008,6,1,6,17,Y,N
64893,B,2002-2003,2007-2008,6,1,6,17,Y,N
64894,B,2002-2003,2007-2008,6,1,6,17,Y,N
64896,B,2002-2003,2007-2008,6,1,6,17,Y,N
64898,B,2002-2003,2007-2008,6,1,6,17,Y,N
64899,B,2002-2003,2007-2008,6,1,6,17,Y,N
64900,B,2002-2003,2007-2008,6,1,6,17,Y,N
64903,B,2002-2003,2007-2008,6,1,6,17,Y,N
64904,B,2002-2003,2007-2008,6,1,6,17,Y,N
64907,B,2002-2003,2007-2008,6,1,6,17,Y,N
64908,B,2002-2003,2007-2008,6,1,6,17,Y,N
64909,B,2002-2003,2007-2008,6,1,6,17,Y,N
64912,B,2002-2003,2007-2008,6,1,6,17,Y,N
64913,B,2002-2003,2007-2008,6,1,6,17,Y,N
64914,B,2002-2003,2007-2008,6,1,6,17,Y,N
64915,B,2002-2003,2007-2008,6,1,6,17,Y,N
64918,B,2002-2003,2007-2008,6,1,6,17,Y,N
64919,B,2002-2003,2007-2008,6,1,6,17,Y,N
64921,B,2002-2003,2007-2008,6,1,6,17,Y,N
64922,B,2002-2003,2007-2008,6,1,6,17,Y,N
64924,B,2002-2003,2007-2008,6,1,6,17,Y,N
64925,B,2002-2003,2007-2008,6,1,6,17,Y,N
64926,B,2002-2003,2007-2008,6,1,6,17,Y,N
64928,B,2002-2003,2007-2008,6,1,6,17,Y,N
64929,B,2002-2003,2007-2008,6,1,6,17,Y,N
64930,B,2002-2003,2007-2008,6,1,6,17,Y,N
64931,B,2002-2003,2007-2008,6,1,6,17,Y,N
64932,B,2002-2003,2007-2008,6,1,6,17,Y,N
64933,B,2002-2003,2003-2004,2,6,7,13,N,Y
64934,B,2002-2003,2007-2008,6,1,6,17,Y,N
64936,B,2002-2003,2007-2008,6,3,8,17,Y,N
64937,B,2002-2003,2006-2007,5,4,8,16,N,Y
64938,B,2002-2003,2006-2007,5,5,9,16,N,Y
64939,B,2002-2003,2006-2007,5,6,10,16,N,Y
64940,B,2002-2003,2007-2008,6,1,6,17,Y,N
64941,B,2002-2003,2004-2005,3,6,8,14,N,Y
64942,B,2002-2003,2007-2008,6,4,9,17,N,Y
64944,B,2002-2003,2005-2006,4,6,9,15,N,Y
64946,B,2002-2003,2007-2008,6,3,8,17,Y,N
64947,B,2002-2003,2007-2008,6,5,10,17,Y,N
64948,B,2002-2003,2006-2007,5,6,10,16,N,Y
64949,B,2002-2003,2007-2008,6,6,11,17,N,Y
64950,B,2002-2003,2007-2008,6,6,11,17,Y,N
64951,B,2002-2003,2007-2008,6,4,9,17,Y,N
64952,B,2002-2003,2006-2007,5,5,9,16,N,Y
64953,B,2002-2003,2004-2005,3,5,7,14,N,Y
64954,B,2002-2003,2007-2008,6,1,6,17,Y,N
64958,B,2002-2003,2006-2007,5,4,8,16,N,Y
64960,B,2002-2003,2003-2004,2,6,7,13,N,Y
64961,B,2002-2003,2005-2006,4,3,6,15,N,Y
64962,B,2002-2003,2003-2004,2,6,7,13,N,Y
64963,B,2002-2003,2005-2006,4,5,8,15,N,Y
64964,B,2002-2003,2007-2008,6,6,11,17,Y,N
64965,B,2002-2003,2007-2008,6,3,8,17,Y,N
64967,B,2002-2003,2007-2008,6,2,7,17,Y,N
64969,B,2002-2003,2007-2008,6,3,8,17,Y,N
64970,B,2002-2003,2004-2005,3,6,8,14,N,Y
64971,B,2002-2003,2007-2008,6,5,10,17,Y,N
64973,B,2002-2003,2007-2008,6,4,9,17,Y,N
64975,B,2002-2003,2007-2008,6,5,10,17,Y,N
64976,B,2002-2003,2004-2005,3,4,6,14,N,Y
