StudentID,Last School,Earliest Yr,Last Yr,#Yrs At Zilla,EnteredInGrade,MostRecentGrade,LastYearID,Still Enrolled,ExitedUnexpectedly
75780,B,2006-2007,2007-2008,2,7,8,17,Y,N
76135,B,2006-2007,2007-2008,2,7,8,17,Y,N
76177,B,2006-2007,2007-2008,2,8,9,17,Y,N
76181,B,2006-2007,2007-2008,2,8,9,17,Y,N
76182,B,2006-2007,2007-2008,2,6,7,17,Y,N
76183,B,2006-2007,2007-2008,2,7,8,17,Y,N
76210,B,2006-2007,2007-2008,2,6,7,17,Y,N
76213,B,2006-2007,2007-2008,2,6,7,17,Y,N
76222,B,2006-2007,2007-2008,2,7,8,17,Y,N
76230,B,2006-2007,2007-2008,2,8,9,17,Y,N
76265,B,2006-2007,2007-2008,2,6,7,17,Y,N
76267,B,2006-2007,2007-2008,2,6,7,17,Y,N
76367,B,2006-2007,2006-2007,1,11,11,16,N,Y
76407,B,2006-2007,2007-2008,2,5,6,17,Y,N
76480,B,2006-2007,2006-2007,1,10,10,16,N,Y
76503,B,2006-2007,2007-2008,2,6,7,17,Y,N
76505,B,2006-2007,2007-2008,2,6,7,17,Y,N
76517,B,2006-2007,2007-2008,2,8,9,17,N,Y
76518,B,2006-2007,2007-2008,2,6,7,17,N,Y
76528,B,2006-2007,2007-2008,2,6,7,17,Y,N
76529,B,2006-2007,2007-2008,2,7,8,17,Y,N
76533,B,2006-2007,2007-2008,2,6,7,17,Y,N
76543,B,2006-2007,2007-2008,2,7,8,17,Y,N
76549,B,2006-2007,2007-2008,2,7,8,17,N,Y
76710,B,2007-2008,2007-2008,1,6,6,17,Y,N
76711,B,2007-2008,2007-2008,1,7,7,17,Y,N
76712,B,2007-2008,2007-2008,1,7,7,17,Y,N
76713,B,2007-2008,2007-2008,1,9,9,17,Y,N
76714,B,2007-2008,2007-2008,1,10,10,17,Y,N
76715,B,2007-2008,2007-2008,1,12,12,17,Y,N
76716,B,2007-2008,2007-2008,1,6,6,17,Y,N
77229,B,2007-2008,2007-2008,1,10,10,17,Y,N
77230,B,2007-2008,2007-2008,1,8,8,17,Y,N
77232,B,2007-2008,2007-2008,1,6,6,17,Y,N
77234,B,2007-2008,2007-2008,1,6,6,17,Y,N
77235,B,2007-2008,2007-2008,1,8,8,17,Y,N
77247,B,2007-2008,2007-2008,1,8,8,17,Y,N
77248,B,2007-2008,2007-2008,1,8,8,17,Y,N
77297,B,2007-2008,2007-2008,1,7,7,17,Y,N
77298,B,2007-2008,2007-2008,1,8,8,17,Y,N
77299,B,2007-2008,2007-2008,1,7,7,17,Y,N
77300,B,2007-2008,2007-2008,1,7,7,17,Y,N
77303,B,2007-2008,2007-2008,1,7,7,17,Y,N
77305,B,2007-2008,2007-2008,1,6,6,17,Y,N
77334,B,2007-2008,2007-2008,1,9,9,17,Y,N
77335,B,2007-2008,2007-2008,1,8,8,17,Y,N
77337,B,2007-2008,2007-2008,1,9,9,17,Y,N
77348,B,2007-2008,2007-2008,1,9,9,17,Y,N
77349,B,2007-2008,2007-2008,1,9,9,17,Y,N
77353,B,2007-2008,2007-2008,1,8,8,17,Y,N
77354,B,2007-2008,2007-2008,1,8,8,17,Y,N
77356,B,2007-2008,2007-2008,1,8,8,17,Y,N
77357,B,2007-2008,2007-2008,1,8,8,17,Y,N
77364,B,2007-2008,2007-2008,1,9,9,17,Y,N
77365,B,2007-2008,2007-2008,1,9,9,17,Y,N
77366,B,2007-2008,2007-2008,1,7,7,17,Y,N
77367,B,2007-2008,2007-2008,1,7,7,17,Y,N
77369,B,2007-2008,2007-2008,1,7,7,17,Y,N
77436,B,2007-2008,2007-2008,1,9,9,17,Y,N
77447,B,2007-2008,2007-2008,1,7,7,17,Y,N
77448,B,2007-2008,2007-2008,1,7,7,17,Y,N
77449,B,2007-2008,2007-2008,1,8,8,17,Y,N
77450,B,2007-2008,2007-2008,1,8,8,17,Y,N
77451,B,2007-2008,2007-2008,1,8,8,17,Y,N
77452,B,2007-2008,2007-2008,1,8,8,17,Y,N
77500,B,2007-2008,2007-2008,1,10,10,17,Y,N
78001,B,2007-2008,2007-2008,1,8,8,17,Y,N
78821,B,2007-2008,2007-2008,1,8,8,17,Y,N
78968,B,2007-2008,2007-2008,1,10,10,17,Y,N
73400,C,2005-2006,2007-2008,3,3,5,17,Y,N
73401,C,2005-2006,2007-2008,3,3,5,17,Y,N
73402,C,2005-2006,2007-2008,3,3,5,17,Y,N
73403,C,2005-2006,2006-2007,2,3,4,16,N,Y
73404,C,2005-2006,2007-2008,3,3,5,17,Y,N
73405,C,2005-2006,2007-2008,3,3,5,17,Y,N
73406,C,2005-2006,2007-2008,3,3,5,17,Y,N
73407,C,2005-2006,2007-2008,3,3,5,17,Y,N
73408,C,2005-2006,2007-2008,3,3,5,17,N,Y
73410,C,2005-2006,2007-2008,3,3,5,17,Y,N
73411,C,2005-2006,2007-2008,3,3,5,17,Y,N
73413,C,2005-2006,2007-2008,3,3,5,17,Y,N
73414,C,2005-2006,2007-2008,3,3,5,17,Y,N
73415,C,2005-2006,2007-2008,3,3,5,17,Y,N
73418,C,2005-2006,2007-2008,3,3,5,17,Y,N
73419,C,2005-2006,2007-2008,3,3,5,17,Y,N
73420,C,2005-2006,2007-2008,3,3,5,17,Y,N
73421,C,2005-2006,2007-2008,3,4,6,17,Y,N
73424,C,2005-2006,2007-2008,3,4,6,17,Y,N
73425,C,2005-2006,2007-2008,3,4,6,17,Y,N
73426,C,2005-2006,2007-2008,3,4,6,17,Y,N
73427,C,2005-2006,2007-2008,3,4,6,17,Y,N
73428,C,2005-2006,2007-2008,3,4,6,17,Y,N
73429,C,2005-2006,2007-2008,3,4,6,17,Y,N
73430,C,2005-2006,2007-2008,3,4,6,17,Y,N
73431,C,2005-2006,2006-2007,2,4,5,16,N,Y
73432,C,2005-2006,2007-2008,3,4,6,17,Y,N
73433,C,2005-2006,2007-2008,3,4,6,17,Y,N
73434,C,2005-2006,2007-2008,3,4,6,17,Y,N
73435,C,2005-2006,2007-2008,3,4,6,17,Y,N
73436,C,2005-2006,2007-2008,3,4,6,17,Y,N
73437,C,2005-2006,2007-2008,3,4,6,17,Y,N
73438,C,2005-2006,2007-2008,3,4,6,17,Y,N
73439,C,2005-2006,2007-2008,3,4,6,17,Y,N
73440,C,2005-2006,2007-2008,3,4,6,17,Y,N
73442,C,2005-2006,2007-2008,3,4,6,17,Y,N
73443,C,2005-2006,2007-2008,3,4,6,17,Y,N
73444,C,2005-2006,2007-2008,3,4,6,17,Y,N
73446,C,2005-2006,2007-2008,3,5,7,17,Y,N
73447,C,2005-2006,2007-2008,3,5,7,17,Y,N
73448,C,2005-2006,2007-2008,3,5,7,17,Y,N
73449,C,2005-2006,2007-2008,3,5,7,17,Y,N
73450,C,2005-2006,2006-2007,2,5,6,16,N,Y
73452,C,2005-2006,2007-2008,3,5,7,17,Y,N
73453,C,2005-2006,2007-2008,3,5,7,17,Y,N
73454,C,2005-2006,2007-2008,3,5,7,17,Y,N
73456,C,2005-2006,2007-2008,3,5,7,17,Y,N
73459,C,2005-2006,2007-2008,3,5,7,17,Y,N
73460,C,2005-2006,2007-2008,3,5,7,17,Y,N
73461,C,2005-2006,2007-2008,3,5,7,17,Y,N
73463,C,2005-2006,2007-2008,3,5,7,17,Y,N
73465,C,2005-2006,2007-2008,3,5,7,17,Y,N
73466,C,2005-2006,2007-2008,3,5,7,17,Y,N
73467,C,2005-2006,2007-2008,3,5,7,17,Y,N
73468,C,2005-2006,2007-2008,3,5,7,17,Y,N
73469,C,2005-2006,2007-2008,3,5,7,17,Y,N
73857,C,2005-2006,2007-2008,3,4,6,17,Y,N
73858,C,2005-2006,2007-2008,3,5,7,17,Y,N
73859,C,2005-2006,2007-2008,3,5,7,17,Y,N
73861,C,2005-2006,2007-2008,3,3,5,17,Y,N
73862,C,2005-2006,2007-2008,3,3,5,17,Y,N
73877,C,2005-2006,2007-2008,3,4,6,17,Y,N
73890,C,2005-2006,2007-2008,3,4,6,17,Y,N
73894,C,2005-2006,2007-2008,3,4,6,17,Y,N
73896,C,2005-2006,2007-2008,3,3,5,17,Y,N
73897,C,2005-2006,2007-2008,3,3,5,17,Y,N
73900,C,2005-2006,2007-2008,3,5,7,17,Y,N
73901,C,2005-2006,2007-2008,3,4,6,17,Y,N
73905,C,2005-2006,2007-2008,3,3,5,17,Y,N
73913,C,2005-2006,2006-2007,2,4,5,16,N,Y
73937,C,2005-2006,2007-2008,3,3,5,17,Y,N
73941,C,2005-2006,2007-2008,3,3,5,17,Y,N
73943,C,2005-2006,2007-2008,3,3,5,17,Y,N
73990,C,2005-2006,2007-2008,3,5,7,17,Y,N
74001,C,2005-2006,2007-2008,3,5,7,17,Y,N
74040,C,2005-2006,2007-2008,3,3,5,17,Y,N
74043,C,2005-2006,2007-2008,3,3,5,17,Y,N
74066,C,2006-2007,2007-2008,2,4,5,17,N,Y
74084,C,2005-2006,2007-2008,3,3,5,17,N,Y
74190,C,2005-2006,2007-2008,3,3,5,17,Y,N
74236,C,2005-2006,2007-2008,3,3,5,17,Y,N
74261,C,2005-2006,2006-2007,2,3,4,16,N,Y
75643,C,2006-2007,2007-2008,2,4,5,17,Y,N
75645,C,2006-2007,2007-2008,2,4,5,17,Y,N
75646,C,2006-2007,2007-2008,2,4,5,17,Y,N
75648,C,2006-2007,2007-2008,2,4,5,17,Y,N
75649,C,2006-2007,2007-2008,2,4,5,17,Y,N
75650,C,2006-2007,2007-2008,2,4,5,17,Y,N
75652,C,2006-2007,2007-2008,2,4,5,17,Y,N
75653,C,2006-2007,2007-2008,2,4,5,17,Y,N
75654,C,2006-2007,2007-2008,2,4,5,17,Y,N
75655,C,2006-2007,2007-2008,2,4,5,17,Y,N
75656,C,2006-2007,2007-2008,2,4,5,17,Y,N
75657,C,2006-2007,2007-2008,2,4,5,17,Y,N
75659,C,2006-2007,2007-2008,2,4,5,17,Y,N
75662,C,2006-2007,2007-2008,2,4,5,17,Y,N
75663,C,2006-2007,2007-2008,2,4,5,17,Y,N
75664,C,2006-2007,2007-2008,2,4,5,17,Y,N
75665,C,2006-2007,2007-2008,2,4,5,17,Y,N
75666,C,2006-2007,2007-2008,2,4,5,17,Y,N
75667,C,2006-2007,2007-2008,2,4,5,17,Y,N
75668,C,2006-2007,2007-2008,2,4,5,17,Y,N
75669,C,2006-2007,2007-2008,2,4,5,17,Y,N
75671,C,2006-2007,2007-2008,2,4,5,17,Y,N
75672,C,2006-2007,2007-2008,2,4,5,17,Y,N
75674,C,2006-2007,2007-2008,2,4,5,17,Y,N
75677,C,2006-2007,2007-2008,2,4,5,17,Y,N
75678,C,2006-2007,2007-2008,2,4,5,17,Y,N
75679,C,2006-2007,2007-2008,2,4,5,17,Y,N
75681,C,2006-2007,2007-2008,2,4,5,17,Y,N
75683,C,2006-2007,2007-2008,2,4,5,17,Y,N
75684,C,2006-2007,2007-2008,2,4,5,17,Y,N
75686,C,2006-2007,2007-2008,2,4,5,17,Y,N
75687,C,2006-2007,2007-2008,2,4,5,17,Y,N
75688,C,2006-2007,2007-2008,2,4,5,17,Y,N
75689,C,2006-2007,2007-2008,2,4,5,17,Y,N
75690,C,2006-2007,2007-2008,2,4,5,17,Y,N
75788,C,2006-2007,2006-2007,1,5,5,16,N,Y
75789,C,2006-2007,2007-2008,2,5,6,17,Y,N
75790,C,2006-2007,2007-2008,2,5,6,17,Y,N
75791,C,2006-2007,2007-2008,2,5,6,17,Y,N
75792,C,2006-2007,2007-2008,2,5,6,17,Y,N
75793,C,2006-2007,2007-2008,2,5,6,17,Y,N
75794,C,2006-2007,2007-2008,2,5,6,17,Y,N
75795,C,2006-2007,2007-2008,2,5,6,17,Y,N
75796,C,2006-2007,2007-2008,2,5,6,17,Y,N
75797,C,2006-2007,2007-2008,2,5,6,17,Y,N
75798,C,2006-2007,2007-2008,2,5,6,17,Y,N
75799,C,2006-2007,2007-2008,2,5,6,17,Y,N
75800,C,2006-2007,2007-2008,2,5,6,17,Y,N
75801,C,2006-2007,2007-2008,2,5,6,17,Y,N
75802,C,2006-2007,2007-2008,2,5,6,17,Y,N
75803,C,2006-2007,2007-2008,2,5,6,17,Y,N
75804,C,2006-2007,2007-2008,2,5,6,17,Y,N
75805,C,2006-2007,2006-2007,1,5,5,16,N,Y
75806,C,2006-2007,2006-2007,1,5,5,16,N,Y
75807,C,2006-2007,2007-2008,2,5,6,17,Y,N
75808,C,2006-2007,2007-2008,2,5,6,17,Y,N
75809,C,2006-2007,2007-2008,2,5,6,17,Y,N
75811,C,2006-2007,2007-2008,2,5,6,17,Y,N
75812,C,2006-2007,2007-2008,2,5,6,17,Y,N
75815,C,2006-2007,2007-2008,2,5,6,17,Y,N
75816,C,2006-2007,2007-2008,2,5,6,17,Y,N
75817,C,2006-2007,2007-2008,2,5,6,17,N,Y
75818,C,2006-2007,2007-2008,2,5,6,17,Y,N
75819,C,2006-2007,2007-2008,2,5,6,17,Y,N
75820,C,2006-2007,2007-2008,2,5,6,17,Y,N
75821,C,2006-2007,2007-2008,2,5,6,17,Y,N
75822,C,2006-2007,2007-2008,2,5,6,17,Y,N
75823,C,2006-2007,2007-2008,2,5,6,17,Y,N
75824,C,2006-2007,2007-2008,2,5,6,17,Y,N
75825,C,2006-2007,2007-2008,2,5,6,17,Y,N
75826,C,2006-2007,2007-2008,2,5,6,17,Y,N
75827,C,2006-2007,2007-2008,2,5,6,17,Y,N
75828,C,2006-2007,2007-2008,2,5,6,17,Y,N
75829,C,2006-2007,2007-2008,2,5,6,17,Y,N
75830,C,2006-2007,2007-2008,2,5,6,17,Y,N
75831,C,2006-2007,2007-2008,2,5,6,17,Y,N
75832,C,2006-2007,2007-2008,2,5,6,17,Y,N
75833,C,2006-2007,2007-2008,2,5,6,17,Y,N
75836,C,2006-2007,2007-2008,2,5,6,17,Y,N
75837,C,2006-2007,2007-2008,2,5,6,17,Y,N
75839,C,2006-2007,2007-2008,2,6,7,17,Y,N
75841,C,2006-2007,2007-2008,2,6,7,17,Y,N
75842,C,2006-2007,2007-2008,2,6,7,17,Y,N
75843,C,2006-2007,2006-2007,1,6,6,16,N,Y
75844,C,2006-2007,2007-2008,2,6,7,17,Y,N
75845,C,2006-2007,2007-2008,2,6,7,17,Y,N
75846,C,2006-2007,2007-2008,2,6,7,17,Y,N
75847,C,2006-2007,2007-2008,2,6,7,17,Y,N
75848,C,2006-2007,2006-2007,1,6,6,16,N,Y
75849,C,2006-2007,2007-2008,2,6,7,17,Y,N
75850,C,2006-2007,2007-2008,2,6,7,17,Y,N
75851,C,2006-2007,2007-2008,2,6,7,17,Y,N
75852,C,2006-2007,2007-2008,2,6,7,17,Y,N
75853,C,2006-2007,2007-2008,2,6,7,17,Y,N
75854,C,2006-2007,2007-2008,2,6,7,17,Y,N
75855,C,2006-2007,2007-2008,2,6,7,17,Y,N
75856,C,2006-2007,2007-2008,2,6,7,17,Y,N
75857,C,2006-2007,2007-2008,2,6,7,17,Y,N
75858,C,2006-2007,2007-2008,2,6,7,17,Y,N
75860,C,2006-2007,2007-2008,2,6,7,17,Y,N
75861,C,2006-2007,2007-2008,2,6,7,17,Y,N
75862,C,2006-2007,2007-2008,2,6,7,17,Y,N
75863,C,2006-2007,2006-2007,1,6,6,16,N,Y
75864,C,2006-2007,2007-2008,2,6,7,17,Y,N
75865,C,2006-2007,2007-2008,2,6,7,17,Y,N
75866,C,2006-2007,2007-2008,2,6,7,17,Y,N
75867,C,2006-2007,2006-2007,1,6,6,16,N,Y
75869,C,2006-2007,2007-2008,2,6,7,17,Y,N
75870,C,2006-2007,2007-2008,2,6,7,17,Y,N
75872,C,2006-2007,2007-2008,2,6,7,17,Y,N
75873,C,2006-2007,2007-2008,2,6,7,17,Y,N
75874,C,2006-2007,2007-2008,2,6,7,17,Y,N
75875,C,2006-2007,2007-2008,2,6,7,17,Y,N
75876,C,2006-2007,2006-2007,1,6,6,16,N,Y
75877,C,2006-2007,2007-2008,2,6,7,17,Y,N
75880,C,2006-2007,2007-2008,2,6,7,17,Y,N
75881,C,2006-2007,2007-2008,2,6,7,17,Y,N
75882,C,2006-2007,2007-2008,2,6,7,17,Y,N
75883,C,2006-2007,2006-2007,1,6,6,16,N,Y
75884,C,2006-2007,2007-2008,2,6,7,17,Y,N
75885,C,2006-2007,2006-2007,1,6,6,16,N,Y
75886,C,2006-2007,2007-2008,2,6,7,17,Y,N
75887,C,2006-2007,2007-2008,2,6,7,17,Y,N
75888,C,2006-2007,2007-2008,2,6,7,17,Y,N
75889,C,2006-2007,2007-2008,2,6,7,17,Y,N
75890,C,2006-2007,2006-2007,1,6,6,16,N,Y
75891,C,2006-2007,2007-2008,2,6,7,17,Y,N
75892,C,2006-2007,2007-2008,2,6,7,17,Y,N
75893,C,2006-2007,2007-2008,2,6,7,17,Y,N
75894,C,2006-2007,2007-2008,2,6,7,17,Y,N
75895,C,2006-2007,2007-2008,2,6,7,17,Y,N
75896,C,2006-2007,2007-2008,2,6,7,17,Y,N
75897,C,2006-2007,2007-2008,2,6,7,17,Y,N
75898,C,2006-2007,2007-2008,2,6,7,17,Y,N
75899,C,2006-2007,2007-2008,2,6,7,17,Y,N
75900,C,2006-2007,2007-2008,2,6,7,17,Y,N
75901,C,2006-2007,2007-2008,2,6,7,17,Y,N
75902,C,2006-2007,2007-2008,2,6,7,17,Y,N
75903,C,2006-2007,2007-2008,2,6,7,17,Y,N
75904,C,2006-2007,2007-2008,2,6,7,17,Y,N
75905,C,2006-2007,2007-2008,2,6,7,17,Y,N
75906,C,2006-2007,2007-2008,2,6,7,17,Y,N
75907,C,2006-2007,2007-2008,2,6,7,17,Y,N
75908,C,2006-2007,2007-2008,2,6,7,17,Y,N
75909,C,2006-2007,2007-2008,2,6,7,17,Y,N
75911,C,2006-2007,2007-2008,2,6,7,17,Y,N
75913,C,2006-2007,2006-2007,1,6,6,16,N,Y
75914,C,2006-2007,2007-2008,2,6,7,17,Y,N
75916,C,2006-2007,2007-2008,2,6,7,17,Y,N
75917,C,2006-2007,2007-2008,2,6,7,17,Y,N
75918,C,2006-2007,2007-2008,2,6,7,17,Y,N
75919,C,2006-2007,2007-2008,2,6,7,17,Y,N
75920,C,2006-2007,2006-2007,1,6,6,16,N,Y
75921,C,2006-2007,2007-2008,2,6,7,17,Y,N
75922,C,2006-2007,2007-2008,2,6,7,17,Y,N
75923,C,2006-2007,2007-2008,2,6,7,17,Y,N
75924,C,2006-2007,2007-2008,2,6,7,17,Y,N
75925,C,2006-2007,2007-2008,2,6,7,17,Y,N
75926,C,2006-2007,2007-2008,2,6,7,17,Y,N
75928,C,2006-2007,2007-2008,2,6,7,17,Y,N
75929,C,2006-2007,2007-2008,2,6,7,17,Y,N
75930,C,2006-2007,2007-2008,2,6,7,17,Y,N
75931,C,2006-2007,2007-2008,2,6,7,17,Y,N
75932,C,2006-2007,2007-2008,2,6,7,17,Y,N
75934,C,2006-2007,2007-2008,2,6,7,17,Y,N
75935,C,2006-2007,2007-2008,2,6,7,17,Y,N
75936,C,2006-2007,2007-2008,2,6,7,17,Y,N
75937,C,2006-2007,2007-2008,2,6,7,17,Y,N
75938,C,2006-2007,2007-2008,2,6,7,17,Y,N
75939,C,2006-2007,2007-2008,2,6,7,17,Y,N
75940,C,2006-2007,2007-2008,2,6,7,17,Y,N
75941,C,2006-2007,2007-2008,2,6,7,17,Y,N
75942,C,2006-2007,2007-2008,2,6,7,17,Y,N
75944,C,2006-2007,2007-2008,2,6,7,17,Y,N
75945,C,2006-2007,2006-2007,1,6,6,16,N,Y
75946,C,2006-2007,2007-2008,2,6,7,17,Y,N
75947,C,2006-2007,2006-2007,1,6,6,16,N,Y
75948,C,2006-2007,2007-2008,2,6,7,17,Y,N
75949,C,2006-2007,2007-2008,2,6,7,17,Y,N
75950,C,2006-2007,2006-2007,1,6,6,16,N,Y
75951,C,2006-2007,2006-2007,1,6,6,16,N,Y
75952,C,2006-2007,2006-2007,1,6,6,16,N,Y
75953,C,2006-2007,2007-2008,2,6,7,17,Y,N
75954,C,2006-2007,2007-2008,2,6,7,17,Y,N
75955,C,2006-2007,2007-2008,2,6,7,17,Y,N
75957,C,2006-2007,2007-2008,2,6,7,17,Y,N
75958,C,2006-2007,2007-2008,2,6,7,17,Y,N
75959,C,2006-2007,2007-2008,2,6,7,17,Y,N
75961,C,2006-2007,2007-2008,2,6,7,17,Y,N
75963,C,2006-2007,2007-2008,2,6,7,17,Y,N
75965,C,2006-2007,2007-2008,2,6,7,17,Y,N
75966,C,2006-2007,2007-2008,2,6,7,17,Y,N
75967,C,2006-2007,2007-2008,2,6,7,17,Y,N
75968,C,2006-2007,2007-2008,2,6,7,17,Y,N
75969,C,2006-2007,2007-2008,2,6,7,17,Y,N
75970,C,2006-2007,2006-2007,1,6,6,16,N,Y
75971,C,2006-2007,2007-2008,2,6,7,17,Y,N
75972,C,2006-2007,2007-2008,2,6,7,17,Y,N
75973,C,2006-2007,2007-2008,2,6,7,17,Y,N
75974,C,2006-2007,2007-2008,2,6,7,17,Y,N
75975,C,2006-2007,2007-2008,2,6,7,17,Y,N
75977,C,2006-2007,2007-2008,2,6,7,17,Y,N
75978,C,2006-2007,2007-2008,2,6,7,17,Y,N
75979,C,2006-2007,2007-2008,2,6,7,17,Y,N
75980,C,2006-2007,2007-2008,2,6,7,17,Y,N
75981,C,2006-2007,2007-2008,2,6,7,17,Y,N
75982,C,2006-2007,2007-2008,2,6,7,17,Y,N
75983,C,2006-2007,2007-2008,2,6,7,17,Y,N
75984,C,2006-2007,2007-2008,2,6,7,17,Y,N
75985,C,2006-2007,2007-2008,2,6,7,17,Y,N
75986,C,2006-2007,2007-2008,2,6,7,17,Y,N
75987,C,2006-2007,2007-2008,2,6,7,17,Y,N
75988,C,2006-2007,2007-2008,2,6,7,17,Y,N
76142,C,2006-2007,2007-2008,2,6,7,17,Y,N
76143,C,2006-2007,2007-2008,2,6,7,17,Y,N
76144,C,2006-2007,2007-2008,2,6,7,17,Y,N
76145,C,2006-2007,2007-2008,2,6,7,17,Y,N
76146,C,2006-2007,2007-2008,2,6,7,17,Y,N
76147,C,2006-2007,2006-2007,1,6,6,16,N,Y
76148,C,2006-2007,2007-2008,2,6,7,17,Y,N
76149,C,2006-2007,2006-2007,1,6,6,16,N,Y
76150,C,2006-2007,2007-2008,2,6,7,17,Y,N
76151,C,2006-2007,2007-2008,2,6,7,17,Y,N
76152,C,2006-2007,2007-2008,2,6,7,17,Y,N
76153,C,2006-2007,2007-2008,2,6,7,17,Y,N
76154,C,2006-2007,2007-2008,2,6,7,17,Y,N
76155,C,2006-2007,2007-2008,2,6,7,17,Y,N
76156,C,2006-2007,2007-2008,2,6,7,17,Y,N
76157,C,2006-2007,2007-2008,2,6,7,17,Y,N
76159,C,2006-2007,2007-2008,2,6,7,17,Y,N
76160,C,2006-2007,2007-2008,2,6,7,17,Y,N
76162,C,2006-2007,2007-2008,2,6,7,17,Y,N
76163,C,2006-2007,2006-2007,1,6,6,16,N,Y
76164,C,2006-2007,2007-2008,2,6,7,17,Y,N
76165,C,2006-2007,2007-2008,2,6,7,17,Y,N
76166,C,2006-2007,2007-2008,2,6,7,17,Y,N
76167,C,2006-2007,2007-2008,2,6,7,17,Y,N
76168,C,2006-2007,2006-2007,1,6,6,16,N,Y
76169,C,2006-2007,2007-2008,2,6,7,17,Y,N
76170,C,2006-2007,2007-2008,2,6,7,17,Y,N
76171,C,2006-2007,2007-2008,2,6,7,17,Y,N
76172,C,2006-2007,2007-2008,2,6,7,17,Y,N
76173,C,2006-2007,2007-2008,2,6,7,17,Y,N
76174,C,2006-2007,2007-2008,2,6,7,17,Y,N
76185,C,2006-2007,2007-2008,2,6,7,17,Y,N
76186,C,2006-2007,2007-2008,2,6,7,17,Y,N
76187,C,2006-2007,2006-2007,1,6,6,16,N,Y
76188,C,2006-2007,2006-2007,1,6,6,16,N,Y
76189,C,2006-2007,2007-2008,2,5,6,17,Y,N
76190,C,2006-2007,2007-2008,2,6,7,17,Y,N
76191,C,2006-2007,2007-2008,2,5,6,17,Y,N
76193,C,2006-2007,2007-2008,2,5,6,17,Y,N
76194,C,2006-2007,2007-2008,2,5,6,17,Y,N
76195,C,2006-2007,2007-2008,2,5,6,17,Y,N
76199,C,2006-2007,2007-2008,2,5,6,17,Y,N
76200,C,2006-2007,2007-2008,2,5,6,17,Y,N
76201,C,2007-2008,2007-2008,1,5,5,17,Y,N
76202,C,2006-2007,2007-2008,2,4,5,17,Y,N
76203,C,2006-2007,2007-2008,2,4,5,17,Y,N
76204,C,2006-2007,2007-2008,2,4,5,17,Y,N
76205,C,2006-2007,2007-2008,2,4,5,17,Y,N
76276,C,2006-2007,2007-2008,2,6,7,17,Y,N
76288,C,2006-2007,2007-2008,2,5,6,17,Y,N
76289,C,2006-2007,2006-2007,1,5,5,16,N,Y
76290,C,2006-2007,2007-2008,2,5,6,17,Y,N
76291,C,2006-2007,2007-2008,2,5,6,17,Y,N
76292,C,2006-2007,2007-2008,2,5,6,17,Y,N
76293,C,2006-2007,2007-2008,2,5,6,17,Y,N
76294,C,2006-2007,2007-2008,2,5,6,17,Y,N
76295,C,2006-2007,2007-2008,2,6,7,17,Y,N
76296,C,2006-2007,2007-2008,2,6,7,17,Y,N
76297,C,2006-2007,2007-2008,2,6,7,17,Y,N
76298,C,2006-2007,2007-2008,2,6,7,17,Y,N
76299,C,2006-2007,2007-2008,2,6,7,17,Y,N
76300,C,2006-2007,2007-2008,2,6,7,17,Y,N
76301,C,2006-2007,2006-2007,1,6,6,16,N,Y
76302,C,2006-2007,2007-2008,2,6,7,17,Y,N
76303,C,2006-2007,2007-2008,2,4,5,17,Y,N
76304,C,2006-2007,2007-2008,2,4,5,17,Y,N
76305,C,2006-2007,2007-2008,2,6,7,17,Y,N
76306,C,2006-2007,2007-2008,2,6,7,17,Y,N
76307,C,2006-2007,2007-2008,2,6,7,17,Y,N
76308,C,2006-2007,2007-2008,2,6,7,17,Y,N
76309,C,2006-2007,2007-2008,2,6,7,17,Y,N
76310,C,2006-2007,2007-2008,2,6,7,17,Y,N
76311,C,2006-2007,2007-2008,2,6,7,17,Y,N
76312,C,2006-2007,2007-2008,2,6,7,17,Y,N
76313,C,2006-2007,2007-2008,2,6,7,17,Y,N
76314,C,2006-2007,2007-2008,2,6,7,17,Y,N
76317,C,2006-2007,2007-2008,2,6,7,17,Y,N
76319,C,2006-2007,2007-2008,2,6,7,17,Y,N
76321,C,2006-2007,2007-2008,2,6,7,17,Y,N
76322,C,2006-2007,2007-2008,2,6,7,17,Y,N
76323,C,2006-2007,2007-2008,2,4,5,17,Y,N
76324,C,2006-2007,2007-2008,2,4,5,17,Y,N
76325,C,2006-2007,2007-2008,2,4,5,17,N,Y
76326,C,2006-2007,2007-2008,2,4,5,17,Y,N
76327,C,2006-2007,2007-2008,2,4,5,17,Y,N
76328,C,2006-2007,2007-2008,2,5,6,17,Y,N
76329,C,2006-2007,2007-2008,2,6,7,17,Y,N
76330,C,2006-2007,2007-2008,2,6,7,17,Y,N
76331,C,2006-2007,2007-2008,2,6,7,17,Y,N
76332,C,2006-2007,2007-2008,2,6,7,17,Y,N
76333,C,2006-2007,2006-2007,1,6,6,16,N,Y
76334,C,2006-2007,2007-2008,2,4,5,17,Y,N
76335,C,2006-2007,2007-2008,2,6,7,17,Y,N
76338,C,2006-2007,2007-2008,2,6,7,17,Y,N
76339,C,2006-2007,2007-2008,2,6,7,17,Y,N
76340,C,2006-2007,2007-2008,2,4,5,17,Y,N
76341,C,2006-2007,2007-2008,2,4,5,17,Y,N
76342,C,2006-2007,2007-2008,2,6,7,17,Y,N
76343,C,2006-2007,2007-2008,2,6,7,17,Y,N
76344,C,2006-2007,2007-2008,2,6,7,17,Y,N
